name,ref,SRR1103937.trimmed,SRR1103938.trimmed,SRR1103939.trimmed,SRR1103940.trimmed,SRR1103941.trimmed,SRR1103942.trimmed,SRR1103943.trimmed,SRR1103944.trimmed,SRR1103945.trimmed,SRR1103946.trimmed,SRR1103947.trimmed,SRR1103948.trimmed,SRR1103937.trimmed norm,SRR1103938.trimmed norm,SRR1103939.trimmed norm,SRR1103940.trimmed norm,SRR1103941.trimmed norm,SRR1103942.trimmed norm,SRR1103943.trimmed norm,SRR1103944.trimmed norm,SRR1103945.trimmed norm,SRR1103946.trimmed norm,SRR1103947.trimmed norm,SRR1103948.trimmed norm,total_reads,mean_norm
hsa-miR-138-1-3p,mirbase-hsa,285.0,214.0,307.0,240.0,199.0,240.0,803.0,566.0,424.0,491.0,397.0,422.0,79.6,101.7,84.2,92.0,82.4,91.5,77.4,70.8,55.8,39.6,48.9,45.3,4588.0,72.4
hsa-miR-589-5p,mirbase-hsa,191.0,125.0,245.0,158.0,113.0,180.0,683.0,487.0,433.0,844.0,522.0,584.0,53.3,59.4,67.2,60.5,46.8,68.6,65.8,60.9,57.0,68.0,64.3,62.8,4565.0,61.2
hsa-miR-30c-2-3p,mirbase-hsa,388.0,163.0,220.0,188.0,155.0,149.0,598.0,552.0,486.0,702.0,384.0,573.0,108.3,77.4,60.3,72.0,64.2,56.8,57.6,69.1,64.0,56.6,47.3,61.6,4558.0,66.3
hsa-miR-32-5p,mirbase-hsa,92.0,43.0,105.0,102.0,97.0,67.0,541.0,581.0,515.0,1161.0,517.0,696.0,25.7,20.4,28.8,39.1,40.2,25.5,52.1,72.7,67.8,93.6,63.6,74.8,4517.0,50.4
hsa-miR-1260a,mirbase-hsa,156.0,65.0,132.0,204.0,92.0,176.0,649.0,586.0,430.0,1148.0,407.0,418.0,43.5,30.9,36.2,78.2,38.1,67.1,62.5,73.3,56.6,92.5,50.1,44.9,4463.0,56.2
hsa-miR-346,mirbase-hsa,336.0,151.0,247.0,224.0,179.0,231.0,727.0,510.0,484.0,603.0,319.0,428.0,93.8,71.7,67.7,85.8,74.1,88.1,70.0,63.8,63.7,48.6,39.3,46.0,4439.0,67.7
hsa-miR-155-5p,mirbase-hsa,186.0,105.0,151.0,124.0,104.0,148.0,398.0,585.0,429.0,677.0,514.0,1014.0,51.9,49.9,41.4,47.5,43.1,56.4,38.4,73.2,56.5,54.6,63.3,109.0,4435.0,57.1
hsa-miR-1301-3p,mirbase-hsa,215.0,169.0,265.0,144.0,164.0,215.0,772.0,552.0,404.0,632.0,432.0,453.0,60.0,80.3,72.6,55.2,67.9,82.0,74.4,69.1,53.2,50.9,53.2,48.7,4417.0,63.9
hsa-miR-767-5p,mirbase-hsa,343.0,313.0,312.0,223.0,221.0,247.0,716.0,496.0,372.0,490.0,349.0,294.0,95.8,148.7,85.5,85.5,91.5,94.2,69.0,62.1,49.0,39.5,43.0,31.6,4376.0,74.6
hsa-miR-668-3p,mirbase-hsa,330.0,171.0,321.0,212.0,217.0,297.0,862.0,413.0,444.0,408.0,315.0,377.0,92.1,81.2,88.0,81.2,89.8,113.2,83.1,51.7,58.4,32.9,38.8,40.5,4367.0,70.9
hsa-miR-744-3p,mirbase-hsa,168.0,113.0,146.0,138.0,118.0,150.0,670.0,605.0,474.0,713.0,458.0,445.0,46.9,53.7,40.0,52.9,48.9,57.2,64.6,75.7,62.4,57.5,56.4,47.8,4198.0,55.3
hsa-miR-365b-3p,mirbase-hsa,98.0,52.0,114.0,84.0,75.0,81.0,548.0,546.0,462.0,842.0,454.0,709.0,27.4,24.7,31.2,32.2,31.1,30.9,52.8,68.3,60.8,67.9,55.9,76.2,4065.0,46.6
hsa-miR-365a-3p,mirbase-hsa,98.0,52.0,114.0,84.0,75.0,81.0,548.0,546.0,462.0,842.0,454.0,709.0,27.4,24.7,31.2,32.2,31.1,30.9,52.8,68.3,60.8,67.9,55.9,76.2,4065.0,46.6
hsa-miR-380-3p,mirbase-hsa,189.0,149.0,202.0,136.0,160.0,194.0,773.0,515.0,452.0,510.0,333.0,388.0,52.8,70.8,55.4,52.1,66.2,74.0,74.5,64.4,59.5,41.1,41.0,41.7,4001.0,57.8
hsa-miR-29a-5p,mirbase-hsa,201.0,133.0,177.0,156.0,189.0,154.0,908.0,616.0,326.0,496.0,296.0,299.0,56.1,63.2,48.5,59.8,78.2,58.7,87.5,77.1,42.9,40.0,36.4,32.1,3951.0,56.7
hsa-miR-5683,mirbase-hsa,225.0,74.0,190.0,137.0,44.0,192.0,300.0,225.0,443.0,326.0,1345.0,446.0,62.8,35.1,52.1,52.5,18.2,73.2,28.9,28.1,58.3,26.3,165.6,47.9,3947.0,54.1
hsa-miR-1260b,mirbase-hsa,134.0,59.0,124.0,186.0,78.0,158.0,572.0,515.0,390.0,1028.0,355.0,316.0,37.4,28.0,34.0,71.3,32.3,60.2,55.1,64.4,51.3,82.8,43.7,34.0,3915.0,49.6
hsa-miR-424-5p,mirbase-hsa,88.0,48.0,103.0,78.0,86.0,88.0,742.0,454.0,515.0,769.0,435.0,450.0,24.6,22.8,28.2,29.9,35.6,33.5,71.5,56.8,67.8,62.0,53.5,48.4,3856.0,44.6
hsa-miR-411-3p,mirbase-hsa,198.0,154.0,150.0,124.0,144.0,136.0,628.0,509.0,224.0,658.0,448.0,440.0,55.3,73.2,41.1,47.5,59.6,51.9,60.5,63.7,29.5,53.0,55.1,47.3,3813.0,53.1
hsa-miR-212-3p,mirbase-hsa,429.0,154.0,378.0,390.0,221.0,310.0,765.0,258.0,190.0,239.0,231.0,212.0,119.8,73.2,103.6,149.5,91.5,118.2,73.7,32.3,25.0,19.3,28.4,22.8,3777.0,71.4
hsa-miR-628-3p,mirbase-hsa,161.0,132.0,162.0,133.0,154.0,145.0,723.0,423.0,309.0,661.0,343.0,370.0,44.9,62.7,44.4,51.0,63.8,55.3,69.7,52.9,40.7,53.3,42.2,39.8,3716.0,51.7
hsa-miR-211-5p,mirbase-hsa,5.0,4.0,307.0,83.0,150.0,66.0,17.0,289.0,893.0,1139.0,736.0,24.0,1.4,1.9,84.2,31.8,62.1,25.2,1.6,36.2,117.5,91.8,90.6,2.6,3713.0,45.6
hsa-miR-770-5p,mirbase-hsa,133.0,97.0,116.0,113.0,104.0,132.0,734.0,438.0,323.0,568.0,391.0,509.0,37.1,46.1,31.8,43.3,43.1,50.3,70.7,54.8,42.5,45.8,48.1,54.7,3658.0,47.4
hsa-miR-873-3p,mirbase-hsa,170.0,188.0,267.0,204.0,223.0,291.0,742.0,292.0,250.0,399.0,293.0,328.0,47.5,89.3,73.2,78.2,92.3,110.9,71.5,36.5,32.9,32.2,36.1,35.2,3647.0,61.3
hsa-miR-551b-3p,mirbase-hsa,196.0,74.0,106.0,165.0,108.0,116.0,691.0,774.0,367.0,520.0,278.0,235.0,54.7,35.1,29.1,63.2,44.7,44.2,66.6,96.8,48.3,41.9,34.2,25.2,3630.0,48.7
hsa-miR-146b-3p,mirbase-hsa,312.0,177.0,222.0,201.0,198.0,186.0,740.0,353.0,272.0,366.0,347.0,235.0,87.1,84.1,60.9,77.0,82.0,70.9,71.3,44.2,35.8,29.5,42.7,25.2,3609.0,59.2
hsa-miR-4510,mirbase-hsa,207.0,141.0,181.0,150.0,140.0,195.0,657.0,481.0,321.0,352.0,355.0,415.0,57.8,67.0,49.6,57.5,58.0,74.3,63.3,60.2,42.2,28.4,43.7,44.6,3595.0,53.9
hsa-miR-375,mirbase-hsa,331.0,172.0,258.0,50.0,202.0,224.0,824.0,388.0,189.0,269.0,279.0,388.0,92.4,81.7,70.7,19.2,83.6,85.4,79.4,48.5,24.9,21.7,34.4,41.7,3574.0,57.0
hsa-miR-499a-5p,mirbase-hsa,82.0,53.0,126.0,80.0,95.0,75.0,527.0,506.0,338.0,790.0,476.0,424.0,22.9,25.2,34.5,30.7,39.3,28.6,50.8,63.3,44.5,63.7,58.6,45.6,3572.0,42.3
hsa-miR-766-3p,mirbase-hsa,181.0,125.0,120.0,151.0,113.0,155.0,656.0,444.0,296.0,481.0,362.0,472.0,50.5,59.4,32.9,57.9,46.8,59.1,63.2,55.6,39.0,38.8,44.6,50.7,3556.0,49.9
hsa-let-7e-3p,mirbase-hsa,123.0,91.0,104.0,95.0,110.0,122.0,512.0,490.0,407.0,546.0,348.0,459.0,34.3,43.2,28.5,36.4,45.5,46.5,49.3,61.3,53.5,44.0,42.8,49.3,3407.0,44.6
hsa-miR-20b-5p,mirbase-hsa,124.0,67.0,136.0,148.0,85.0,88.0,477.0,422.0,399.0,447.0,460.0,521.0,34.6,31.8,37.3,56.7,35.2,33.5,46.0,52.8,52.5,36.0,56.6,56.0,3374.0,44.1
hsa-miR-539-5p,mirbase-hsa,251.0,176.0,325.0,203.0,188.0,197.0,699.0,343.0,239.0,271.0,254.0,197.0,70.1,83.6,89.1,77.8,77.8,75.1,67.4,42.9,31.4,21.8,31.3,21.2,3343.0,57.5
hsa-miR-3613-5p,mirbase-hsa,93.0,47.0,77.0,68.0,61.0,54.0,441.0,350.0,441.0,822.0,325.0,495.0,26.0,22.3,21.1,26.1,25.3,20.6,42.5,43.8,58.0,66.2,40.0,53.2,3274.0,37.1
hsa-miR-376a-3p,mirbase-hsa,126.0,86.0,78.0,93.0,91.0,106.0,562.0,485.0,364.0,530.0,366.0,382.0,35.2,40.9,21.4,35.6,37.7,40.4,54.1,60.7,47.9,42.7,45.1,41.0,3269.0,41.9
hsa-miR-2467-5p,mirbase-hsa,166.0,147.0,187.0,141.0,84.0,168.0,449.0,282.0,267.0,508.0,314.0,467.0,46.3,69.8,51.3,54.0,34.8,64.0,43.3,35.3,35.1,40.9,38.7,50.2,3180.0,47.0
hsa-miR-590-3p,mirbase-hsa,78.0,37.0,85.0,50.0,54.0,67.0,392.0,420.0,383.0,743.0,349.0,493.0,21.8,17.6,23.3,19.2,22.4,25.5,37.8,52.6,50.4,59.9,43.0,53.0,3151.0,35.5
hsa-miR-154-5p,mirbase-hsa,118.0,66.0,100.0,98.0,62.0,84.0,483.0,502.0,313.0,490.0,363.0,419.0,32.9,31.4,27.4,37.6,25.7,32.0,46.5,62.8,41.2,39.5,44.7,45.0,3098.0,38.9
hsa-miR-193a-5p,mirbase-hsa,183.0,79.0,177.0,118.0,141.0,145.0,477.0,377.0,284.0,550.0,321.0,245.0,51.1,37.5,48.5,45.2,58.4,55.3,46.0,47.2,37.4,44.3,39.5,26.3,3097.0,44.7
hsa-miR-221-5p,mirbase-hsa,122.0,99.0,138.0,124.0,102.0,138.0,568.0,425.0,276.0,437.0,301.0,294.0,34.1,47.0,37.8,47.5,42.2,52.6,54.7,53.2,36.3,35.2,37.0,31.6,3024.0,42.4
hsa-miR-17-3p,mirbase-hsa,140.0,62.0,118.0,100.0,110.0,100.0,487.0,419.0,353.0,539.0,319.0,238.0,39.1,29.4,32.3,38.3,45.5,38.1,46.9,52.4,46.5,43.4,39.3,25.6,2985.0,39.7
hsa-miR-26b-3p,mirbase-hsa,280.0,165.0,270.0,171.0,177.0,146.0,506.0,322.0,207.0,356.0,173.0,195.0,78.2,78.4,74.0,65.5,73.3,55.7,48.8,40.3,27.2,28.7,21.3,20.9,2968.0,51.0
hsa-miR-7977,mirbase-hsa,109.0,41.0,62.0,71.0,52.0,55.0,298.0,325.0,348.0,619.0,274.0,669.0,30.4,19.5,17.0,27.2,21.5,21.0,28.7,40.7,45.8,49.9,33.7,71.9,2923.0,33.9
hsa-miR-139-3p,mirbase-hsa,157.0,152.0,178.0,121.0,163.0,204.0,511.0,270.0,200.0,349.0,275.0,290.0,43.8,72.2,48.8,46.4,67.5,77.8,49.2,33.8,26.3,28.1,33.9,31.2,2870.0,46.6
hsa-miR-1197,mirbase-hsa,124.0,60.0,106.0,114.0,103.0,141.0,539.0,355.0,407.0,387.0,214.0,272.0,34.6,28.5,29.1,43.7,42.6,53.8,51.9,44.4,53.5,31.2,26.3,29.2,2822.0,39.1
hsa-miR-374b-3p,mirbase-hsa,68.0,32.0,86.0,56.0,60.0,63.0,352.0,336.0,346.0,567.0,303.0,432.0,19.0,15.2,23.6,21.5,24.8,24.0,33.9,42.0,45.5,45.7,37.3,46.4,2701.0,31.6
hsa-miR-6511b-3p,mirbase-hsa,230.0,146.0,159.0,128.0,134.0,164.0,526.0,320.0,236.0,264.0,220.0,170.0,64.2,69.4,43.6,49.0,55.5,62.5,50.7,40.0,31.1,21.3,27.1,18.3,2697.0,44.4
hsa-miR-548k,mirbase-hsa,74.0,40.0,55.0,70.0,80.0,72.0,314.0,256.0,301.0,616.0,358.0,394.0,20.7,19.0,15.1,26.8,33.1,27.4,30.3,32.0,39.6,49.6,44.1,42.3,2630.0,31.7
hsa-miR-29b-2-5p,mirbase-hsa,166.0,96.0,170.0,109.0,110.0,120.0,524.0,335.0,262.0,278.0,215.0,239.0,46.3,45.6,46.6,41.8,45.5,45.8,50.5,41.9,34.5,22.4,26.5,25.7,2624.0,39.4
hsa-miR-153-5p,mirbase-hsa,114.0,71.0,112.0,91.0,113.0,111.0,594.0,375.0,260.0,353.0,186.0,231.0,31.8,33.7,30.7,34.9,46.8,42.3,57.2,46.9,34.2,28.4,22.9,24.8,2611.0,36.2
hsa-miR-6511a-3p,mirbase-hsa,206.0,134.0,155.0,140.0,129.0,158.0,494.0,308.0,200.0,304.0,177.0,155.0,57.5,63.7,42.5,53.6,53.4,60.2,47.6,38.5,26.3,24.5,21.8,16.6,2560.0,42.2
hsa-miR-760,mirbase-hsa,187.0,86.0,136.0,130.0,85.0,111.0,408.0,273.0,242.0,353.0,237.0,294.0,52.2,40.9,37.3,49.8,35.2,42.3,39.3,34.2,31.8,28.4,29.2,31.6,2542.0,37.7
hsa-miR-199a-5p,mirbase-hsa,51.0,22.0,47.0,45.0,74.0,89.0,220.0,312.0,450.0,551.0,330.0,349.0,14.2,10.4,12.9,17.2,30.6,33.9,21.2,39.0,59.2,44.4,40.6,37.5,2540.0,30.1
hsa-miR-1247-5p,mirbase-hsa,68.0,68.0,101.0,54.0,97.0,125.0,288.0,327.0,296.0,494.0,249.0,372.0,19.0,32.3,27.7,20.7,40.2,47.6,27.8,40.9,39.0,39.8,30.6,40.0,2539.0,33.8
hsa-miR-3615,mirbase-hsa,242.0,49.0,304.0,50.0,121.0,110.0,319.0,182.0,283.0,528.0,151.0,160.0,67.5,23.3,83.3,19.2,50.1,41.9,30.7,22.8,37.2,42.5,18.6,17.2,2499.0,37.9
hsa-let-7g-3p,mirbase-hsa,81.0,55.0,83.0,78.0,72.0,73.0,404.0,355.0,260.0,466.0,256.0,284.0,22.6,26.1,22.8,29.9,29.8,27.8,38.9,44.4,34.2,37.6,31.5,30.5,2467.0,31.3
hsa-miR-362-5p,mirbase-hsa,96.0,35.0,81.0,88.0,71.0,38.0,366.0,196.0,180.0,373.0,483.0,422.0,26.8,16.6,22.2,33.7,29.4,14.5,35.3,24.5,23.7,30.1,59.5,45.3,2429.0,30.1
hsa-miR-378c,mirbase-hsa,142.0,70.0,117.0,93.0,87.0,87.0,318.0,362.0,261.0,371.0,246.0,257.0,39.6,33.2,32.1,35.6,36.0,33.2,30.6,45.3,34.3,29.9,30.3,27.6,2411.0,34.0
hsa-miR-27b-5p,mirbase-hsa,180.0,68.0,185.0,107.0,91.0,71.0,316.0,226.0,284.0,424.0,230.0,210.0,50.2,32.3,50.7,41.0,37.7,27.1,30.4,28.3,37.4,34.2,28.3,22.6,2392.0,35.0
hsa-miR-18a-5p,mirbase-hsa,44.0,24.0,66.0,41.0,32.0,26.0,230.0,306.0,272.0,484.0,326.0,531.0,12.3,11.4,18.1,15.7,13.2,9.9,22.2,38.3,35.8,39.0,40.1,57.0,2382.0,26.1
hsa-miR-2682-5p,mirbase-hsa,131.0,131.0,92.0,137.0,93.0,113.0,471.0,187.0,274.0,307.0,164.0,279.0,36.6,62.2,25.2,52.5,38.5,43.1,45.4,23.4,36.0,24.7,20.2,30.0,2379.0,36.5
hsa-let-7i-3p,mirbase-hsa,109.0,46.0,105.0,117.0,82.0,68.0,382.0,314.0,233.0,417.0,233.0,262.0,30.4,21.9,28.8,44.8,34.0,25.9,36.8,39.3,30.7,33.6,28.7,28.1,2368.0,31.9
hsa-miR-187-3p,mirbase-hsa,111.0,65.0,85.0,73.0,76.0,96.0,345.0,368.0,342.0,373.0,247.0,182.0,31.0,30.9,23.3,28.0,31.5,36.6,33.2,46.0,45.0,30.1,30.4,19.6,2363.0,32.1
hsa-miR-1224-5p,mirbase-hsa,227.0,60.0,183.0,98.0,98.0,104.0,395.0,271.0,213.0,244.0,187.0,160.0,63.4,28.5,50.2,37.6,40.6,39.6,38.1,33.9,28.0,19.7,23.0,17.2,2240.0,35.0
hsa-miR-3117-3p,mirbase-hsa,91.0,113.0,164.0,120.0,34.0,95.0,64.0,321.0,334.0,348.0,230.0,321.0,25.4,53.7,45.0,46.0,14.1,36.2,6.2,40.2,44.0,28.1,28.3,34.5,2235.0,33.5
hsa-miR-184,mirbase-hsa,138.0,74.0,88.0,87.0,62.0,62.0,351.0,168.0,239.0,275.0,310.0,318.0,38.5,35.1,24.1,33.3,25.7,23.6,33.8,21.0,31.4,22.2,38.2,34.2,2172.0,30.1
hsa-miR-1-3p,mirbase-hsa,148.0,77.0,154.0,73.0,85.0,100.0,358.0,225.0,265.0,292.0,172.0,179.0,41.3,36.6,42.2,28.0,35.2,38.1,34.5,28.1,34.9,23.5,21.2,19.2,2128.0,31.9
hsa-miR-5100,mirbase-hsa,120.0,14.0,15.0,22.0,18.0,16.0,237.0,352.0,387.0,478.0,230.0,198.0,33.5,6.7,4.1,8.4,7.5,6.1,22.8,44.0,50.9,38.5,28.3,21.3,2087.0,22.7
hsa-miR-339-5p,mirbase-hsa,74.0,32.0,105.0,91.0,62.0,85.0,276.0,258.0,247.0,336.0,249.0,243.0,20.7,15.2,28.8,34.9,25.7,32.4,26.6,32.3,32.5,27.1,30.6,26.1,2058.0,27.7
hsa-let-7f-1-3p,mirbase-hsa,63.0,51.0,63.0,51.0,52.0,43.0,220.0,247.0,210.0,382.0,323.0,346.0,17.6,24.2,17.3,19.5,21.5,16.4,21.2,30.9,27.6,30.8,39.8,37.2,2051.0,25.3
hsa-miR-1298-3p,mirbase-hsa,135.0,133.0,109.0,95.0,81.0,90.0,366.0,270.0,164.0,168.0,207.0,202.0,37.7,63.2,29.9,36.4,33.5,34.3,35.3,33.8,21.6,13.5,25.5,21.7,2020.0,32.2
hsa-miR-3912-3p,mirbase-hsa,95.0,58.0,69.0,74.0,89.0,68.0,315.0,258.0,218.0,364.0,221.0,188.0,26.5,27.6,18.9,28.4,36.9,25.9,30.4,32.3,28.7,29.3,27.2,20.2,2017.0,27.7
hsa-miR-320b,mirbase-hsa,151.0,59.0,119.0,64.0,68.0,47.0,215.0,267.0,279.0,318.0,185.0,242.0,42.1,28.0,32.6,24.5,28.1,17.9,20.7,33.4,36.7,25.6,22.8,26.0,2014.0,28.2
hsa-miR-106a-5p,mirbase-hsa,104.0,42.0,84.0,61.0,58.0,52.0,268.0,235.0,227.0,260.0,279.0,318.0,29.0,19.9,23.0,23.4,24.0,19.8,25.8,29.4,29.9,20.9,34.4,34.2,1988.0,26.1
hsa-miR-379-3p,mirbase-hsa,108.0,48.0,64.0,50.0,84.0,56.0,241.0,236.0,180.0,338.0,242.0,278.0,30.1,22.8,17.5,19.2,34.8,21.4,23.2,29.5,23.7,27.2,29.8,29.9,1925.0,25.8
hsa-miR-505-3p,mirbase-hsa,103.0,43.0,91.0,84.0,68.0,38.0,345.0,255.0,205.0,301.0,178.0,205.0,28.8,20.4,24.9,32.2,28.1,14.5,33.2,31.9,27.0,24.3,21.9,22.0,1916.0,25.8
hsa-miR-1468-5p,mirbase-hsa,105.0,75.0,104.0,67.0,66.0,67.0,284.0,185.0,200.0,351.0,201.0,197.0,29.3,35.6,28.5,25.7,27.3,25.5,27.4,23.1,26.3,28.3,24.7,21.2,1902.0,26.9
hsa-miR-16-2-3p,mirbase-hsa,141.0,46.0,82.0,60.0,89.0,88.0,307.0,277.0,220.0,262.0,147.0,166.0,39.4,21.9,22.5,23.0,36.9,33.5,29.6,34.7,28.9,21.1,18.1,17.8,1885.0,27.3
hsa-miR-299-5p,mirbase-hsa,73.0,27.0,51.0,44.0,56.0,43.0,259.0,214.0,182.0,459.0,170.0,287.0,20.4,12.8,14.0,16.9,23.2,16.4,25.0,26.8,23.9,37.0,20.9,30.8,1865.0,22.3
hsa-miR-34b-5p,mirbase-hsa,120.0,44.0,88.0,82.0,68.0,72.0,293.0,212.0,193.0,382.0,162.0,143.0,33.5,20.9,24.1,31.4,28.1,27.4,28.2,26.5,25.4,30.8,19.9,15.4,1859.0,26.0
hsa-miR-3065-3p,mirbase-hsa,142.0,69.0,57.0,61.0,63.0,60.0,237.0,297.0,148.0,359.0,163.0,182.0,39.6,32.8,15.6,23.4,26.1,22.9,22.8,37.2,19.5,28.9,20.1,19.6,1838.0,25.7
hsa-miR-877-5p,mirbase-hsa,202.0,140.0,141.0,110.0,117.0,94.0,327.0,214.0,121.0,149.0,87.0,52.0,56.4,66.5,38.6,42.2,48.4,35.8,31.5,26.8,15.9,12.0,10.7,5.6,1754.0,32.5
hsa-miR-1277-5p,mirbase-hsa,17.0,24.0,36.0,35.0,44.0,34.0,230.0,213.0,226.0,441.0,179.0,271.0,4.8,11.4,9.9,13.4,18.2,13.0,22.2,26.6,29.7,35.5,22.0,29.1,1750.0,19.7
hsa-miR-95-5p,mirbase-hsa,77.0,45.0,64.0,61.0,49.0,70.0,362.0,268.0,158.0,247.0,164.0,182.0,21.5,21.4,17.5,23.4,20.3,26.7,34.9,33.5,20.8,19.9,20.2,19.6,1747.0,23.3
hsa-miR-501-3p,mirbase-hsa,44.0,16.0,42.0,21.0,23.0,40.0,174.0,165.0,168.0,459.0,269.0,320.0,12.3,7.6,11.5,8.1,9.5,15.2,16.8,20.6,22.1,37.0,33.1,34.4,1741.0,19.0
hsa-miR-130b-5p,mirbase-hsa,103.0,61.0,110.0,48.0,54.0,71.0,265.0,230.0,173.0,301.0,170.0,147.0,28.8,29.0,30.1,18.4,22.4,27.1,25.5,28.8,22.8,24.3,20.9,15.8,1733.0,24.5
hsa-miR-491-5p,mirbase-hsa,65.0,29.0,51.0,63.0,48.0,43.0,278.0,255.0,197.0,290.0,195.0,213.0,18.1,13.8,14.0,24.1,19.9,16.4,26.8,31.9,25.9,23.4,24.0,22.9,1727.0,21.8
hsa-miR-625-5p,mirbase-hsa,96.0,46.0,95.0,47.0,50.0,40.0,251.0,206.0,164.0,304.0,184.0,225.0,26.8,21.9,26.0,18.0,20.7,15.2,24.2,25.8,21.6,24.5,22.6,24.2,1708.0,22.6
hsa-miR-342-5p,mirbase-hsa,113.0,68.0,101.0,75.0,84.0,97.0,322.0,213.0,120.0,223.0,121.0,128.0,31.5,32.3,27.7,28.7,34.8,37.0,31.0,26.6,15.8,18.0,14.9,13.8,1665.0,26.0
hsa-miR-625-3p,mirbase-hsa,123.0,57.0,99.0,57.0,54.0,43.0,247.0,201.0,165.0,250.0,159.0,191.0,34.3,27.1,27.1,21.8,22.4,16.4,23.8,25.1,21.7,20.1,19.6,20.5,1646.0,23.3
hsa-miR-30c-1-3p,mirbase-hsa,72.0,36.0,62.0,51.0,63.0,58.0,234.0,181.0,172.0,313.0,231.0,156.0,20.1,17.1,17.0,19.5,26.1,22.1,22.6,22.6,22.6,25.2,28.4,16.8,1629.0,21.7
hsa-miR-4461,mirbase-hsa,43.0,22.0,47.0,48.0,21.0,36.0,266.0,229.0,256.0,354.0,160.0,147.0,12.0,10.4,12.9,18.4,8.7,13.7,25.6,28.7,33.7,28.5,19.7,15.8,1629.0,19.0
hsa-miR-199b-5p,mirbase-hsa,49.0,20.0,59.0,39.0,36.0,78.0,261.0,210.0,300.0,260.0,164.0,143.0,13.7,9.5,16.2,14.9,14.9,29.7,25.1,26.3,39.5,20.9,20.2,15.4,1619.0,20.5
hsa-miR-940,mirbase-hsa,116.0,73.0,134.0,78.0,104.0,94.0,290.0,172.0,149.0,176.0,114.0,101.0,32.4,34.7,36.7,29.9,43.1,35.8,27.9,21.5,19.6,14.2,14.0,10.8,1601.0,26.7
hsa-miR-1251-5p,mirbase-hsa,80.0,45.0,81.0,77.0,66.0,77.0,458.0,244.0,115.0,173.0,78.0,87.0,22.3,21.4,22.2,29.5,27.3,29.4,44.1,30.5,15.1,13.9,9.6,9.3,1581.0,22.9
hsa-miR-542-3p,mirbase-hsa,78.0,78.0,92.0,51.0,46.0,50.0,419.0,125.0,151.0,191.0,123.0,117.0,21.8,37.1,25.2,19.5,19.0,19.1,40.4,15.6,19.9,15.4,15.1,12.6,1521.0,21.7
hsa-miR-885-3p,mirbase-hsa,199.0,104.0,168.0,114.0,135.0,130.0,302.0,141.0,66.0,69.0,43.0,35.0,55.5,49.4,46.0,43.7,55.9,49.6,29.1,17.6,8.7,5.6,5.3,3.8,1506.0,30.8
hsa-miR-455-3p,mirbase-hsa,65.0,35.0,44.0,40.0,28.0,37.0,202.0,209.0,157.0,305.0,136.0,167.0,18.1,16.6,12.1,15.3,11.6,14.1,19.5,26.1,20.7,24.6,16.7,17.9,1425.0,17.8
hsa-miR-6842-3p,mirbase-hsa,121.0,83.0,82.0,67.0,78.0,98.0,322.0,128.0,117.0,134.0,114.0,79.0,33.8,39.4,22.5,25.7,32.3,37.4,31.0,16.0,15.4,10.8,14.0,8.5,1423.0,23.9
hsa-miR-655-3p,mirbase-hsa,53.0,22.0,38.0,37.0,32.0,36.0,230.0,159.0,190.0,241.0,148.0,236.0,14.8,10.4,10.4,14.2,13.2,13.7,22.2,19.9,25.0,19.4,18.2,25.4,1422.0,17.2
hsa-miR-1285-3p,mirbase-hsa,124.0,47.0,94.0,47.0,51.0,57.0,238.0,181.0,145.0,184.0,126.0,126.0,34.6,22.3,25.8,18.0,21.1,21.7,22.9,22.6,19.1,14.8,15.5,13.5,1420.0,21.0
hsa-miR-641,mirbase-hsa,77.0,60.0,70.0,30.0,42.0,41.0,185.0,205.0,216.0,204.0,136.0,150.0,21.5,28.5,19.2,11.5,17.4,15.6,17.8,25.6,28.4,16.4,16.7,16.1,1416.0,19.6
hsa-miR-3943,mirbase-hsa,30.0,22.0,34.0,19.0,38.0,39.0,217.0,151.0,116.0,187.0,182.0,338.0,8.4,10.4,9.3,7.3,15.7,14.9,20.9,18.9,15.3,15.1,22.4,36.3,1373.0,16.2
hsa-miR-195-3p,mirbase-hsa,63.0,59.0,72.0,39.0,58.0,62.0,187.0,153.0,132.0,196.0,172.0,169.0,17.6,28.0,19.7,14.9,24.0,23.6,18.0,19.1,17.4,15.8,21.2,18.2,1362.0,19.8
hsa-miR-148a-5p,mirbase-hsa,64.0,36.0,56.0,60.0,50.0,66.0,175.0,134.0,147.0,256.0,130.0,171.0,17.9,17.1,15.3,23.0,20.7,25.2,16.9,16.8,19.3,20.6,16.0,18.4,1345.0,18.9
hsa-miR-1179,mirbase-hsa,59.0,46.0,52.0,38.0,43.0,39.0,204.0,184.0,168.0,202.0,156.0,144.0,16.5,21.9,14.2,14.6,17.8,14.9,19.7,23.0,22.1,16.3,19.2,15.5,1335.0,18.0
hsa-miR-3909,mirbase-hsa,62.0,38.0,87.0,63.0,59.0,84.0,256.0,154.0,103.0,188.0,121.0,99.0,17.3,18.1,23.9,24.1,24.4,32.0,24.7,19.3,13.6,15.2,14.9,10.6,1314.0,19.8
hsa-miR-33a-3p,mirbase-hsa,69.0,34.0,90.0,58.0,49.0,64.0,228.0,139.0,137.0,189.0,103.0,148.0,19.3,16.1,24.7,22.2,20.3,24.4,22.0,17.4,18.0,15.2,12.7,15.9,1308.0,19.0
